,price,listing_title,listing_subtitle,name,sqft,bedrooms,bathrooms,address,price_per_sqft,listing_tags,listings_desc,developer,property_title_type,furnishing,built_year,listed_on,tenure,property_type,floor_lv,psf_det,floor_size_det,num_units,facilities,url
1876,"580,000",LBS Alam Perdana - Irama Perdana,,LBS Alam Perdana - Irama Perdana,1200,4,3,"Persiaran Alam Perdana, Bandar Puncak Alam, Kuala Selangor, Selangor",483.33,Terraced House,"
Description
End lot 2 storey Alam Perdana, Puncak Alam
                                    END LOT 2 STOREY IRAMA PERDANA @ LBS ALAM PERDANA, PUNCAK ALAM

Details :
===========
- Leasehold Unit, Non Bumi Lot
- Land Area : 1695 sqft [20 x 60 with 495 sqft extra land] 
- Built Up : 1200 sqft
- 4 bedrooms + 3 bathrooms
- Renovated. Move in condition. 
- Gated and Guarded
- 24 Hrs Security 

* Include with : Fan, Aircond, Water Heater, Kitchen Cabinet, Table Top, Tinted windows & Awning Backyard with Tiles

==================
Price RM580,000
================== 


JAN MOHD
PEA2158
IWPROPERTIES 011 3255 8879 


YSRY
                                    Read More
",Kemudi Ehsan Sdn Bhd,Individual,Partially Furnished,2020,6 days ago,Leasehold,Terraced House For Sale,,RM 483.33 psf,1200 sqft,349,"Air-Conditioning, Basketball court, Barbeque Area, Children's Playground, Community Plaza, Jogging track, Library, Multi-purpose hall, Reflexology Path, 24 hours security",https://www.propertyguru.com.my/property-listing/lbs-alam-perdana-irama-perdana-for-sale-by-jan-mohd-36052295#contact-agent
1877,"750,000",2600 sq ft Semi D Layout Condo | Resort Living | Super Low Dens | High Ceiling |,,2600 sq ft Semi D Layout Condo | Resort Living | Super Low Dens | High Ceiling |,2600,5,5,"Bandar Sunway, Petaling Jaya, Selangor",288.46,Condominium,"
Description
Lakeview, resort feel, bungalow size condo
                                    Surrounding with greenery Forest & Lakeside 
Natural feel and comfortable family space.

Unit details
- 2,568 sq ft to 3,160 sq ft 
- Free 3 to 4 parking
- Low Maintenance fee
- Direct Lift to car park
- 4 tier security secure + G & G
- Lakeview with Resort Feel 
- Corner Lot Condition
- SUPER LOW DENSITY
- 33 Luxury 6 Star Facilities 

Last 18  unit only
price from RM750,000++




Many buyer from KLIA , Sepang , Nilai , Labu , Mamba , Salak Tinggi , Senawang , Beranang , Bangi , Dengkil , Kota Warisan , Cyberjaya , Putrajaya , Kajang , Semenyih , Taman Equine , Saujana Impian , Belakong , Ban
                                    Read More
",,Strata,,N/A,6 days ago,,Condominium For Sale,,RM 288.46 psf,2600 sqft,,"Barbeque Area, Covered car park, Clubhouse, Gymnasium room, Jacuzzi, Playground, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/2600-sq-ft-semi-d-layout-condo-resort-living-super-low-dens-high-ceiling-for-sale-by-joey-looi-36055863
1878,"1,780,000",41x85 Setia Alam Ecopark Phase 3 Semi D to sell,,41x85 Setia Alam Ecopark Phase 3 Semi D to sell,3500,4,4,"Setia Eco Park, Shah Alam, Selangor",508.57,2-storey Terraced House,"
Description
Renovated Setia Ecopark double storey semi D to sell
                                    Setia Ecopark Renovated semi d

BU-3500sf
Land area- 41x85
4+1 room
4 bathrooms 
Renovated 
Gated guarded 
Freehold 

RM 1.78m

For more details & Viewing
Janice 012-5861856 

wasap.my//60125861856
REN43100
                                    Read More
",,Individual,Unfurnished,N/A,1 day ago,Freehold,2-storey Terraced House For Sale,,RM 508.57 psf,3500 sqft,,24 hours security,https://www.propertyguru.com.my/property-listing/41x85-setia-alam-ecopark-phase-3-semi-d-to-sell-for-sale-by-janice-tang-36379659#contact-agent
1879,"2,250,000","Putra Heights, Subang Jaya",,"Putra Heights, Subang Jaya",4500,6,7,"Marvelane Homes, Putra Heights, Putra Heights, Subang Jaya, Selangor",500.00,Semi-Detached House,"
Description
New Semi-D at Subang, Actual units available for viewing
                                    Brand New 3 Storey Semi-D in Putra Heights, Subang Jaya

- Land Area : 40 x 80
- Built up : 4496sf
- 3 Storey Semi-D
- Gated & Guarded
- Low Density (44 Units only)
- Good Fengshui
- 16 acres lake with Class 1 water quality

Booking Fee: 10k !!!
Below are waived:
- SPA legal
- SPA Disbursement
- Loan Legal Fee
- Loan Disbursement

[Intermediate]
** 40 x 80 BU:4496sf - RM2.25mil
** 40 x 90 BU:4950sf - RM2.45mil

[Corner]
** 50 x 90 BU:4950sf - RM2.6mil

** Can arrange to view Actual units!
** Kindly contact or Whatsapp Clement @ 014-3388 623 

PEA1996
                                    Read More
",,Strata,,N/A,6 hours ago,Leasehold,Semi-Detached House For Sale,,RM 500.00 psf,4500 sqft,,"Corner Unit, 24 hours security",https://www.propertyguru.com.my/property-listing/putra-heights-subang-jaya-for-sale-by-clement-chee-36268238#contact-agent
1880,"423,570",BANGI 423k 28X75 2-STY 0%DP MAMPU MILIK !,,BANGI 423k 28X75 2-STY 0%DP MAMPU MILIK !,2500,4,3,"Bandar Baru Bangi, Bangi, Selangor",169.43,2-storey Terraced House,"
Description
Great community, gated & guarded! near park, schools, shops
                                    ACCESS 
Freehold 5 minutes to major highway access : PLUS, ELITE, MEX, LEKAS, KESAS and SKLIA (toll free highway)

Show unit and infrastructures available, see it to believe it 
Call Me Directly!

[Click the link to get more information]

Contact Me for more details 
️ 0179121416 
 Stephy 
️ 0179121416 
 Stephy
️ 0179121416 
 Stephy 

https://wa.link/by04ah

https://wa.link/by04ah

https://wa.link/by04ah


BANGI, SEPANG, NILAI, SEREMBAN , SENAWANG, SHAH ALAM , SEMENYIH ,PUTRAJAYA ,SENDAYAN ,BANTIN ,CYBERJAYA ,SETIA ALAM DENGKIL ,KLIA , CHERAS, SALAK TINGGI ,SEDANG , PUCHONG , SENAWANG """" """"""""""""Wining Award Best Towlship Development, 
KL South Can Use All Exit Highway Interchange !!!
                                    Read More
",,,,N/A,4 days ago,,2-storey Terraced House For Sale,,RM 169.43 psf,2500 sqft,,,https://www.propertyguru.com.my/property-listing/bangi-423k-28x75-2-sty-0-dp-mampu-milik-for-sale-by-stephy-tan-35398950#contact-agent
1881,"665,000","Double Storey , Jalan Jati Perak , Taman Bukit , Kajang",,"Double Storey , Jalan Jati Perak , Taman Bukit , Kajang",2189,5,3,"Double Storey 5r3b 2,189sqft for Sale Selangor, Bandar Sungai Long, Kajang, Selangor",303.79,2-storey Terraced House,"
Description
Double Storey 5r3b 2,189sqft for Sale at Selangor
                                    Double Story, Jalan Jati Perak, Taman Bukit, Kajang !!!

DETAILS 
=======
- Bedrooms - 5
- Bathrooms - 3
- Balcony connected to Master Bedroom
- Land Area - 1,540sqft 
- Built Up - 2189sqft 
- Freehold 
- Car park - 1

NEARBY
=======
- MRT Kajang
- KTM Kajang
- New Era University
- Kajang Town
- Open University
- Sekolah Jalan Bukit Kajang
- IOI City Mall
- Retail & Restaurants

RENOVATION DETAILS
==================
- Plater ceiling, terrazo floor, extra build 1 bedroom

EXTENSION DETAILS
=================
- Extended kitchen

ACCESSIBILITY 
============
- Kajang SILK
- LEKAS Highway
- PLUS Highway
- Jalan Reko

=======================
Asking price : RM 665,000 
willing to NEGO until let go
=======================

Click whatsapp link for more details!

http://wasap.my/60162202824/Condominium_Vista_Prima_Puchong

Or Contact 016-2202824 

                                    Read More
",,,Partially Furnished,N/A,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 303.79 psf,2189 sqft,,,https://www.propertyguru.com.my/property-listing/double-storey-jalan-jati-perak-taman-bukit-kajang-for-sale-by-tamil-maran-sinathamby-35442344
1882,"1,680,000","BU 10, Bandar Utama, Damansara",,"BU 10, Bandar Utama, Damansara",3000,5,4,"Bandar Utama, Damansara, Selangor",560.00,2.5-storey Terraced House,"
Description
2.5 Storey Fully extended Kitchen and Bedrooms (No Negative Factor)
                                    Freehold BU 10 house for Sale

Layout Ground Floor: 1 Fully Extended Kitchen with quality cabinets, 1 Living Room, 1 Bedroom, 1 Shared Bathroom
First Floor: 1 Living Room, 1 Master Bedroom (extended) with ensuite, 2 Bedrooms with Shared Bathroom
Second Floor: 1 Living Room (originally an airwell from First Floor living room), 1 Bedroom with ensuite

Anders 018-2753 519 
 
Tech Real SJ
================================================
Owners are welcome to list.

Contact us now, we have more than 100 landed houses in PJ area for sale. One stop to locate your dream home.

Do contact us for any inquiries as we strive for excellent service to better serve our clients. Your satisfaction is our priority.
                                    Read More
",,,Partially Furnished,N/A,6 days ago,Freehold,2.5-storey Terraced House For Sale,,RM 560.00 psf,3000 sqft,,24 hours security,https://www.propertyguru.com.my/property-listing/bu-10-bandar-utama-damansara-for-sale-by-anders-peh-35470795#contact-agent
1883,"880,000",usj 11,,usj 11,1650,5,3,"USJ, Subang Jaya, Selangor",533.33,2-storey Terraced House,"
Description
Usj 11 double storey for sale
                                    Usj 11 double Storey for sale 
-22x75
-4+1 rooms 3 baths 
-freehold 
-gated and guarded 
-back fully extended with build in kitchen cabinet 
-front extended 
-plaster ceiling 
-master and second room with build wardrobe 
-rm 880k
Tan 0162323176 

                                    Read More
",,,,N/A,1 week ago,,2-storey Terraced House For Sale,,RM 533.33 psf,1650 sqft,,,https://www.propertyguru.com.my/property-listing/usj-11-for-sale-by-tan-jian-han-35991700#contact-agent
1884,"2,700,000",Capri @ USJ Heights,,Capri @ USJ Heights,5000,6,6,"Jalan Usj Heights  6/1d, Subang Heights, Subang Jaya, Selangor",540.00,2.5-storey Terraced House,"
Description
Nicely Renovated Usj Heights Endlot Superlink House
                                    Usj heights 2.5 Storey superlink house for sale 
-endlot with land 
-Freehold 
-Land size 3035sft 
-Build up 5000sft++
-5+1 rooms 6 rooms +1 powder room
-Laundry area
-Back fully extended 
-Side extended 
-Build in dry and wet kitchen cabinet 
-Upstair pool cover up 
-full Plaster ceiling 
- rooms come with build in wardrobe 
-Laminated flooring 
-walking distance to field 
Asking rm 2.68m slim nego

Khor 0177056733 

PEA 3460
Jazzland realty
E (3) 1822
03-80810822
                                    Read More
",SIME DARBY PROPERTY,Individual,Partially Furnished,2012,1 day ago,Freehold,2.5-storey Terraced House For Sale,,RM 540.00 psf,5000 sqft,66,"Renovated, Car Park, Children's Playground, Perimeter Fencing, 24 hours security",https://www.propertyguru.com.my/property-listing/capri-usj-heights-for-sale-by-mr-khor-34829637
1885,"5,600,000","Bandar Kinrara, BK6B Majestika",,"Bandar Kinrara, BK6B Majestika",12535,6,7,"Bandar Kinrara, Puchong, Selangor",446.75,Bungalow House,"
Description
Bungalow with large land area 12,535sf
                                    Bungalow for sale in Bandar Kinrara, Puchong

Property detail …

* CORNER bungalow with spacious garden
* Gate face south west ; main door face south
* Land area: 12535 square feet
* Built up: 5513 square feet
* Freehold, Non-bumi
* 6 rooms, 6+1 bathroom
* Well maintained interior, garden and fencing
* Suitable for pool design and party celebration
* Wide carporch - can park 7 to 8 cards
* Gated & guarded with 2 tier security
* High privacy
* Low density
* Peaceful and quiet environment and near to forest reserved
* Living, dining, study, laundry area, washing area, rooms, dry & wet kitchen

***Free legal fee SPA
***Free one time touch-up before hand over

Kindly contact Francis @ 012-211 1121 

                                    Read More
",,,Partially Furnished,N/A,7 hours ago,Freehold,Bungalow House For Sale,,RM 446.75 psf,5513 sqft,,,https://www.propertyguru.com.my/property-listing/bandar-kinrara-bk6b-majestika-for-sale-by-francis-soh-35994301
1886,"355,555","[RENTAL RM3000 Installment RM1300] CASH BACK RM100k , 0%down , Bungalow Concepts Condo",,"[RENTAL RM3000 Installment RM1300] CASH BACK RM100k , 0%down , Bungalow Concepts Condo",900,2,2,"Bandar Sunway, Subang Jaya, Selangor",395.06,Condominium,"
Description
Cash back rm100k,private lift, klcc view, walking distance to lrt mrt
                                    5-STAR  Luxury SEMI-D CONDO 
861 sqft ONLY FROM RM2000/MONTH !!
40% cheaper than market price!! Saved at least RM180K in total !!
.

Most importantly, it is a project by Pavilion Developer ! 
> 2ROOM 861sqft - 3ROOM 1250 sqft !
>2-3 Carpark with UNIT with Big Balcony 
> Resort Style Facilities & Double Volume Ceiling
>Grade A Meterial & Building 
>Unblock view [ KLCC and KL TOWER view ]

> CURRENTLY WE ARE HAVING EARLY BIRD PROMO 
> ONLY 400+ UNITS AVAILABLE
> Free All Fees (SAVE RM50K)
> Rebate 10% + 5 %  (Cash back Rm40k )
> FREE RM75k Branded Furnishing (Pre-Launch)
>100%Loan,Private Lift, Pavilion Interior,KLCC & Midvalley View.
Call: 
. 
!! Developer spent RM10M to create 5 linkage to  highway  
!!Walking distance to KTM , Link LRT & MRT
!! School , mall , public transpot , market all have here !
We Help Manage l We Help Rent l We Care l
Current Market Long Rental (Get Passive Income)
2bedroom - RM2800
3bedroom - RM3800

AIRBNB Plan Proveded 
- Airbnb Provided (RM500/ Night) x (18 Days [occupancy rate From Airbnb Company])= RM9,000 (return u get every Month) GROSS PROFITS
- We Help you Manage ! 


MORE DETAILS OR SHOWROOM VIEWING CALL / WHATSAPP 
Call: 

All customer come from : Sri Petaling , Puchong, Kajang , Bangi , Seri Kembangan , CyberJaya, PutraJaya , Nilai , Sendayan, Seremban , Balakong , OUG , Semenyih , Desa Petaling , Pudu , Kuchai Lama , Dengkil , Sungai Besi , Bukit Jalil , Serdang , selangor , penang , setia alam, shah alam , usj , batu caves, sungai buloh , wangsa maju , sentul , bukit jelutong , sunway ,kl city , port dickson , senawang, sepang , labu, subang, ampang, kajang , bangi , kepong, segambut , selayang , rawang , batu cave , KLCC , Dutamas , TRX , Cheras , Mont Kiara , Kinrara , Kepong , Batu Cave , Petaling Jaya , PJ , KL , Damansara , Setapak , Kelana Jaya , Bangsar , Bukit Bintang , Sg Besi , Kuchai Lama , MRT, LRT, Freehold, Cash back, Furnish, Old Klang Road, old klang road
                                    Read More
",,,Fully Furnished,N/A,5 days ago,Freehold,Condominium For Sale,,RM 395.06 psf,900 sqft,,"Air-Conditioning, Audio System, Balcony, Bed, Cable TV, Cooker Hob/Hood, Corner Unit, Dining Room Furniture, Dishwasher, Dryer, DVD Player, Fridge, Park / Greenery View, High Floor, Internet Connection, Intercom, Iron / Ironing Board, Kitchen Utensils, Living Room Furniture, Oven / Microwave, Penthouse, Renovated, Television, Water Heater",https://www.propertyguru.com.my/property-listing/rental-rm3000-installment-rm1300-cash-back-rm100k-0-down-bungalow-concepts-condo-for-sale-by-jasmine-ooi-35527301#contact-agent
1887,"500,000",Meru Klang Single Storey Terrace house,,Meru Klang Single Storey Terrace house,1400,2,2,"Meru Klang, Klang, Selangor",357.14,1-storey Terraced House,"
Description
Single Storey House well kept meru klang
                                    Single Storey House for sale
Meru Near Kapar Klang #Klang 
Fully renovated’ sui sui 

20 x 70
2 Bedroom 2 Bathroom
Fully Renovated
Fully Extended
Wardrobe
Kitchen cabinet
Full Tiles
Selling Rm500,00

#Yourlifetimepropertyadvisor

Viewing Call/ WhatsApp
Emily 016-367 9938 

REN11771

Click to chat https://wa.me/60163679938
                                    Read More
",,Individual,Unfurnished,N/A,1 day ago,Freehold,1-storey Terraced House For Sale,,RM 357.14 psf,1400 sqft,,"Renovated, Terrace",https://www.propertyguru.com.my/property-listing/meru-klang-single-storey-terrace-house-for-sale-by-emily-tan-36381964
1888,"888,000",Puchong Tri-Villa Resort Homes - 0 Downpayment FREE CASHBACK,,Puchong Tri-Villa Resort Homes - 0 Downpayment FREE CASHBACK,3700,5,6,"LRT Puchong 8mins LDP highway, BANDAR PUCHONG JAYA, Puchong, Selangor",240.00,Duplex,"
Description
5mins LRT, clubhouse facilities 0 downpayment easy to own
                                    Garden Tri-Villa 3 Storey Home @Puchong 
  7 mins - LDP highway 
12 mins - Bandar Puteri Puchong
#BELOWMARKETPRICE 

:0 Downpayment (HIGH Rebate GRAB NOW)
:0 Legal Fee (No Hidden Cost) + Free Loan Stamp Duty
:Cashback for renovation available - Up To RM 240k 
(ONLY limit to first 10 owner got special promotion) 

# 3,600 sqft or 4,400 sqft
# 4+1 room / 5+1 room ; Individual Bathroom ALL
# Penthouse / Semi-D Sized Landed Concept
# 3 or 4 carpark Indoor 
# 30,000 sqft Clubhouse Facilities
===============================
NickChin    0126642834 

https://resort3storeyhomepuchong.wasap.my
                                    Read More
",,Strata,Partially Furnished,2019,5 days ago,,Duplex For Sale,,RM 240.00 psf,3700 sqft,,"Air-Conditioning, Balcony, Bathtub, City View, Corner Unit, Dishwasher, Private Garden, Ground Floor, Park / Greenery View, Hairdryer, High Floor, Internet Connection, Intercom, Jacuzzi, Lake View, Low Floor, Living Room Furniture, Maidsroom, Original Condition, Outdoor Patio, Penthouse, Swimming Pool View, Private Pool, Roof Terrace, Walk-in-wardrobe, Water Heater, Adventure park, Adult Fitness Stations, Aircon Facilities, Amphitheatre, Badminton hall, Basketball court, Barbeque Area, Basement car park, Business Centre, Cafes, Car Park, Covered car park, Children's Playground, Clubhouse, Covered Linkways, Community Plaza, Drop Off Point, Driving range, Eateries, Existing Bus Stop, Elderly Wellness Stations, Perimeter Fencing, Fitness corner, Function room, Game room, Gymnasium room, Jacuzzi, Jogging track, Landscaped Garden, Lift lobby, Lounge, Main entrance, Meeting room, Mini golf range, Mini-Mart, Multi-purpose hall, Nursery, Open car park, Pool Deck, Playground, Pantry, Precinct Pavilion, Putting Green, Reading Room, Reflexology Path, Roof Terrace, Sauna, 24 hours security, Sky Lounge, Squash court, Swimming pool, Tennis courts, Utilities Center, Wading pool, Aeroyoga Room",https://www.propertyguru.com.my/property-listing/puchong-tri-villa-resort-homes-0-downpayment-free-cashback-for-sale-by-nick-ch-36099722#contact-agent
